position,leftShoulder_x,rightShoulder_x,leftElbow_x,rightElbow_x,leftWrist_x,rightWrist_x,leftHip_x,rightHip_x,leftKnee_x,rightKnee_x,leftAnkle_x,rightAnkle_x,leftShoulder_y,rightShoulder_y,leftElbow_y,rightElbow_y,leftWrist_y,rightWrist_y,leftHip_y,rightHip_y,leftKnee_y,rightKnee_y,leftAnkle_y,rightAnkle_y
0.0,-0.09502944097923216,0.06418542429692826,-0.10504967649133647,0.1379306141356029,0.3776801436383184,0.7154488264897246,-0.7154488264897246,-0.575333830897811,-0.4746831958739377,0.23470638059592952,-0.2227750570770423,0.23740549748451997,-1.0,-0.9869039351897362,-0.34850066101624283,-0.21872284269228986,-0.32159442937507376,-0.2427034581255455,0.224390830867139,0.24861367473911292,0.1565558576420318,0.0947498558819444,1.0,0.5790856191020719
0.0,-0.07014982169449985,0.12950292899505714,-0.5007953101406158,-0.06624998483059656,0.502157955961922,0.7822128778698344,-0.7822128778698344,-0.6172677217636728,-0.4635028492473374,0.35491939412536677,-0.3097509790766256,0.25927240607538987,-1.0,-0.9812246129201715,-0.2615473831479207,-0.3081798623138292,-0.3594515783980765,-0.3063101250132198,0.3084615798023292,0.3295869241477827,0.10565792735676091,0.14367331866668762,1.0,0.6278902047262651
0.0,0.021059592248973198,0.049112875165122916,-0.031177157074366947,0.10037120062077177,0.378279759943588,0.6681711248718275,-0.6681711248718275,-0.25936084518578534,0.007016015051253874,0.12333837299888882,-0.5801953460587457,0.24922018616996688,-0.9554266728661738,-1.0,-0.4178978436184601,-0.31758283886105615,-0.4052853364207701,-0.305319823745138,0.10098396647339325,0.08774021807074181,0.040474878139655175,0.05700262042080658,1.0,0.6389500457264966
0.0,0.12497473618452035,0.46297702677045666,-0.5076215791043969,0.2596520899190587,0.4205688142586778,0.7622510912655885,-0.7622510912655885,-0.5222951531096585,-0.4812465932127612,0.3173865796862295,-0.7531390564150842,0.32240871997543125,-1.0,-0.9976341694526141,-0.42305319881463577,-0.3148916958822826,-0.38046387427500616,-0.2632117724567979,0.17240815126616524,0.18001310656124114,-0.08996718110065514,0.24399814863260333,0.9776637248357087,1.0
0.0,0.06143019512142698,0.3664368443737513,-0.3685983498810492,0.3125599544752458,0.267975758988762,0.5385271637679399,-0.5385271637679399,-0.43924147906367433,-0.043657134793458535,0.32630327646318075,-0.5066543140379748,-0.366508628689491,-1.0,-0.9795341075200203,-0.5106346623146149,-0.4707998889490501,-0.3979351272254279,-0.3279926620477236,-0.1819011493159779,-0.18024520172466388,0.19838393258409692,0.4036146777451745,0.9773161562259853,1.0
0.0,0.1110114925945798,0.17639633998080942,-0.3856693296784551,0.09353038625589923,0.33858675475520755,0.5192227807215938,-0.5192227807215938,-0.4234554085962197,0.17398601063753769,0.1820558878015317,-0.45953137252585197,-0.26174942275845914,-0.9643755064272342,-1.0,-0.5090539706071657,-0.5041307050213334,-0.42845594028651646,-0.4474276450348525,-0.11029246697457042,-0.11140310892686321,0.11326993263390568,0.11665160729043712,0.8802123527513259,1.0
0.0,0.32916322686956817,0.004418026318037773,0.2906411345568649,0.021096998097706186,0.5368858939782746,0.5810912399591549,-0.4918295503744427,-0.5810912399591549,0.37193703562739205,0.29845751682456095,-0.37079813107689924,0.33631146149481156,-0.9380811075983081,-1.0,-0.47556008257694116,-0.3221413150439735,-0.3508324036338794,-0.2767698005990064,0.07660905256446239,0.0906416071313678,-0.04079953789484029,0.0004852976619552195,1.0,0.7088882902945196
0.0,0.05670376735274241,0.08813282234073833,0.15401606329866355,0.11873584034944695,0.5947820528964706,0.7243868878194056,-0.7081980315355224,-0.6387962401733727,-0.4440589401248013,0.171520704708667,-0.7243868878194056,0.2293117202899278,-0.936287217096102,-1.0,-0.3880064570392844,-0.30438948708243346,-0.4242955464858738,-0.3715789678502737,0.09197756556989753,0.10138631032777537,-0.004061532045278281,-0.0010180446860301767,1.0,0.7824247966755866
0.0,-0.08399077280817137,0.13119599677780522,-0.5964520896125394,0.2303558072311761,0.5106019315061613,0.8073548058496489,-0.8073548058496489,-0.6036139834660973,-0.4437434636610412,0.30895973162645896,-0.7715120120527834,0.25791478136228935,-0.9583764289434643,-1.0,-0.3006325077901237,-0.27466735125946157,-0.3671268742990538,-0.27286947234516656,0.27647839541981106,0.2992674363398643,0.08098189696384811,0.07964562448933243,1.0,0.6577570863993968
0.0,0.2426554963701583,0.05604048853630278,0.24965082299693597,-0.08753587535875432,0.6786220326268969,0.692993223566733,-0.692993223566733,-0.6437371663244357,-0.3073696342712921,0.4003748969727882,0.008090214372369212,0.1256165847079406,-0.9934188869609444,-1.0,-0.32025529700882277,-0.32880897597477055,-0.37738814759810957,-0.30477701080912317,0.20110153873612704,0.23346239622560555,0.09369140919335263,0.18183808121448805,0.9904427791711184,1.0
